PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked
456,1,3rd Class,Male,29.0,0,0,7.8958,Cherbourg
457,0,1st Class,Male,65.0,0,0,26.55,Southampton
458,1,1st Class,Female,24.0,1,0,51.8625,Southampton
459,1,2nd Class,Female,50.0,0,0,10.5,Southampton
460,0,3rd Class,Male,24.0,0,0,7.75,Queenstown
461,1,1st Class,Male,48.0,0,0,26.55,Southampton
462,0,3rd Class,Male,34.0,0,0,8.05,Southampton
463,0,1st Class,Male,47.0,0,0,38.5,Southampton
464,0,2nd Class,Male,48.0,0,0,13.0,Southampton
465,0,3rd Class,Male,24.0,0,0,8.05,Southampton
466,0,3rd Class,Male,38.0,0,0,7.05,Southampton
467,0,2nd Class,Male,24.0,0,0,0.0,Southampton
468,0,1st Class,Male,56.0,0,0,26.55,Southampton
469,0,3rd Class,Male,24.0,0,0,7.725,Queenstown
470,1,3rd Class,Female,0.75,2,1,19.2583,Cherbourg
471,0,3rd Class,Male,24.0,0,0,7.25,Southampton
472,0,3rd Class,Male,38.0,0,0,8.6625,Southampton
473,1,2nd Class,Female,33.0,1,2,27.75,Southampton
474,1,2nd Class,Female,23.0,0,0,13.7917,Cherbourg
475,0,3rd Class,Female,22.0,0,0,9.8375,Southampton
476,0,1st Class,Male,24.0,0,0,52.0,Southampton
477,0,2nd Class,Male,34.0,1,0,21.0,Southampton
478,0,3rd Class,Male,29.0,1,0,7.0458,Southampton
479,0,3rd Class,Male,22.0,0,0,7.5208,Southampton
480,1,3rd Class,Female,2.0,0,1,12.2875,Southampton
481,0,3rd Class,Male,9.0,5,2,46.9,Southampton
482,0,2nd Class,Male,24.0,0,0,0.0,Southampton
483,0,3rd Class,Male,50.0,0,0,8.05,Southampton
484,1,3rd Class,Female,63.0,0,0,9.5875,Southampton
485,1,1st Class,Male,25.0,1,0,91.0792,Cherbourg
486,0,3rd Class,Female,24.0,3,1,25.4667,Southampton
487,1,1st Class,Female,35.0,1,0,90.0,Southampton
488,0,1st Class,Male,58.0,0,0,29.7,Cherbourg
489,0,3rd Class,Male,30.0,0,0,8.05,Southampton
490,1,3rd Class,Male,9.0,1,1,15.9,Southampton
491,0,3rd Class,Male,24.0,1,0,19.9667,Southampton
492,0,3rd Class,Male,21.0,0,0,7.25,Southampton
493,0,1st Class,Male,55.0,0,0,30.5,Southampton
494,0,1st Class,Male,71.0,0,0,49.5042,Cherbourg
495,0,3rd Class,Male,21.0,0,0,8.05,Southampton
496,0,3rd Class,Male,24.0,0,0,14.4583,Cherbourg
497,1,1st Class,Female,54.0,1,0,78.2667,Cherbourg
498,0,3rd Class,Male,24.0,0,0,15.1,Southampton
499,0,1st Class,Female,25.0,1,2,151.55,Southampton
500,0,3rd Class,Male,24.0,0,0,7.7958,Southampton
501,0,3rd Class,Male,17.0,0,0,8.6625,Southampton
502,0,3rd Class,Female,21.0,0,0,7.75,Queenstown
503,0,3rd Class,Female,24.0,0,0,7.6292,Queenstown
504,0,3rd Class,Female,37.0,0,0,9.5875,Southampton
505,1,1st Class,Female,16.0,0,0,86.5,Southampton
506,0,1st Class,Male,18.0,1,0,108.9,Cherbourg
507,1,2nd Class,Female,33.0,0,2,26.0,Southampton
508,1,1st Class,Male,24.0,0,0,26.55,Southampton
509,0,3rd Class,Male,28.0,0,0,22.525,Southampton
510,1,3rd Class,Male,26.0,0,0,56.4958,Southampton
511,1,3rd Class,Male,29.0,0,0,7.75,Queenstown
512,0,3rd Class,Male,24.0,0,0,8.05,Southampton
513,1,1st Class,Male,36.0,0,0,26.2875,Southampton
514,1,1st Class,Female,54.0,1,0,59.4,Cherbourg
515,0,3rd Class,Male,24.0,0,0,7.4958,Southampton
516,0,1st Class,Male,47.0,0,0,34.0208,Southampton
517,1,2nd Class,Female,34.0,0,0,10.5,Southampton
518,0,3rd Class,Male,24.0,0,0,24.15,Queenstown
519,1,2nd Class,Female,36.0,1,0,26.0,Southampton
520,0,3rd Class,Male,32.0,0,0,7.8958,Southampton
521,1,1st Class,Female,30.0,0,0,93.5,Southampton
522,0,3rd Class,Male,22.0,0,0,7.8958,Southampton
523,0,3rd Class,Male,24.0,0,0,7.225,Cherbourg
524,1,1st Class,Female,44.0,0,1,57.9792,Cherbourg
525,0,3rd Class,Male,24.0,0,0,7.2292,Cherbourg
526,0,3rd Class,Male,40.5,0,0,7.75,Queenstown
527,1,2nd Class,Female,50.0,0,0,10.5,Southampton
528,0,1st Class,Male,24.0,0,0,221.7792,Southampton
529,0,3rd Class,Male,39.0,0,0,7.925,Southampton
530,0,2nd Class,Male,23.0,2,1,11.5,Southampton
531,1,2nd Class,Female,2.0,1,1,26.0,Southampton
532,0,3rd Class,Male,24.0,0,0,7.2292,Cherbourg
533,0,3rd Class,Male,17.0,1,1,7.2292,Cherbourg
534,1,3rd Class,Female,24.0,0,2,22.3583,Cherbourg
535,0,3rd Class,Female,30.0,0,0,8.6625,Southampton
536,1,2nd Class,Female,7.0,0,2,26.25,Southampton
537,0,1st Class,Male,45.0,0,0,26.55,Southampton
538,1,1st Class,Female,30.0,0,0,106.425,Cherbourg
539,0,3rd Class,Male,24.0,0,0,14.5,Southampton
540,1,1st Class,Female,22.0,0,2,49.5,Cherbourg
541,1,1st Class,Female,36.0,0,2,71.0,Southampton
542,0,3rd Class,Female,9.0,4,2,31.275,Southampton
543,0,3rd Class,Female,11.0,4,2,31.275,Southampton
544,1,2nd Class,Male,32.0,1,0,26.0,Southampton
545,0,1st Class,Male,50.0,1,0,106.425,Cherbourg
546,0,1st Class,Male,64.0,0,0,26.0,Southampton
547,1,2nd Class,Female,19.0,1,0,26.0,Southampton
548,1,2nd Class,Male,24.0,0,0,13.8625,Cherbourg
549,0,3rd Class,Male,33.0,1,1,20.525,Southampton
550,1,2nd Class,Male,8.0,1,1,36.75,Southampton
551,1,1st Class,Male,17.0,0,2,110.8833,Cherbourg
552,0,2nd Class,Male,27.0,0,0,26.0,Southampton
553,0,3rd Class,Male,24.0,0,0,7.8292,Queenstown
554,1,3rd Class,Male,22.0,0,0,7.225,Cherbourg
555,1,3rd Class,Female,22.0,0,0,7.775,Southampton
556,0,1st Class,Male,62.0,0,0,26.55,Southampton
557,1,1st Class,Female,48.0,1,0,39.6,Cherbourg
558,0,1st Class,Male,24.0,0,0,227.525,Cherbourg
559,1,1st Class,Female,39.0,1,1,79.65,Southampton
560,1,3rd Class,Female,36.0,1,0,17.4,Southampton
561,0,3rd Class,Male,24.0,0,0,7.75,Queenstown
562,0,3rd Class,Male,40.0,0,0,7.8958,Southampton
563,0,2nd Class,Male,28.0,0,0,13.5,Southampton
564,0,3rd Class,Male,24.0,0,0,8.05,Southampton
565,0,3rd Class,Female,24.0,0,0,8.05,Southampton
566,0,3rd Class,Male,24.0,2,0,24.15,Southampton
567,0,3rd Class,Male,19.0,0,0,7.8958,Southampton
568,0,3rd Class,Female,29.0,0,4,21.075,Southampton
569,0,3rd Class,Male,24.0,0,0,7.2292,Cherbourg
570,1,3rd Class,Male,32.0,0,0,7.8542,Southampton
571,1,2nd Class,Male,62.0,0,0,10.5,Southampton
572,1,1st Class,Female,53.0,2,0,51.4792,Southampton
573,1,1st Class,Male,36.0,0,0,26.3875,Southampton
574,1,3rd Class,Female,24.0,0,0,7.75,Queenstown
575,0,3rd Class,Male,16.0,0,0,8.05,Southampton
576,0,3rd Class,Male,19.0,0,0,14.5,Southampton
577,1,2nd Class,Female,34.0,0,0,13.0,Southampton
578,1,1st Class,Female,39.0,1,0,55.9,Southampton
579,0,3rd Class,Female,24.0,1,0,14.4583,Cherbourg
580,1,3rd Class,Male,32.0,0,0,7.925,Southampton
581,1,2nd Class,Female,25.0,1,1,30.0,Southampton
582,1,1st Class,Female,39.0,1,1,110.8833,Cherbourg
583,0,2nd Class,Male,54.0,0,0,26.0,Southampton
584,0,1st Class,Male,36.0,0,0,40.125,Cherbourg
585,0,3rd Class,Male,24.0,0,0,8.7125,Cherbourg
586,1,1st Class,Female,18.0,0,2,79.65,Southampton
587,0,2nd Class,Male,47.0,0,0,15.0,Southampton
588,1,1st Class,Male,60.0,1,1,79.2,Cherbourg
589,0,3rd Class,Male,22.0,0,0,8.05,Southampton
590,0,3rd Class,Male,24.0,0,0,8.05,Southampton
591,0,3rd Class,Male,35.0,0,0,7.125,Southampton
592,1,1st Class,Female,52.0,1,0,78.2667,Cherbourg
593,0,3rd Class,Male,47.0,0,0,7.25,Southampton
594,0,3rd Class,Female,24.0,0,2,7.75,Queenstown
595,0,2nd Class,Male,37.0,1,0,26.0,Southampton
596,0,3rd Class,Male,36.0,1,1,24.15,Southampton
597,1,2nd Class,Female,24.0,0,0,33.0,Southampton
598,0,3rd Class,Male,49.0,0,0,0.0,Southampton
599,0,3rd Class,Male,24.0,0,0,7.225,Cherbourg
600,1,1st Class,Male,49.0,1,0,56.9292,Cherbourg
601,1,2nd Class,Female,24.0,2,1,27.0,Southampton
602,0,3rd Class,Male,24.0,0,0,7.8958,Southampton
603,0,1st Class,Male,24.0,0,0,42.4,Southampton
604,0,3rd Class,Male,44.0,0,0,8.05,Southampton
605,1,1st Class,Male,35.0,0,0,26.55,Cherbourg
606,0,3rd Class,Male,36.0,1,0,15.55,Southampton
607,0,3rd Class,Male,30.0,0,0,7.8958,Southampton
608,1,1st Class,Male,27.0,0,0,30.5,Southampton
609,1,2nd Class,Female,22.0,1,2,41.5792,Cherbourg
610,1,1st Class,Female,40.0,0,0,153.4625,Southampton
611,0,3rd Class,Female,39.0,1,5,31.275,Southampton
612,0,3rd Class,Male,24.0,0,0,7.05,Southampton
613,1,3rd Class,Female,24.0,1,0,15.5,Queenstown
614,0,3rd Class,Male,24.0,0,0,7.75,Queenstown
615,0,3rd Class,Male,35.0,0,0,8.05,Southampton
616,1,2nd Class,Female,24.0,1,2,65.0,Southampton
617,0,3rd Class,Male,34.0,1,1,14.4,Southampton
618,0,3rd Class,Female,26.0,1,0,16.1,Southampton
619,1,2nd Class,Female,4.0,2,1,39.0,Southampton
620,0,2nd Class,Male,26.0,0,0,10.5,Southampton
621,0,3rd Class,Male,27.0,1,0,14.4542,Cherbourg
622,1,1st Class,Male,42.0,1,0,52.5542,Southampton
623,1,3rd Class,Male,20.0,1,1,15.7417,Cherbourg
624,0,3rd Class,Male,21.0,0,0,7.8542,Southampton
625,0,3rd Class,Male,21.0,0,0,16.1,Southampton
626,0,1st Class,Male,61.0,0,0,32.3208,Southampton
627,0,2nd Class,Male,57.0,0,0,12.35,Queenstown
628,1,1st Class,Female,21.0,0,0,77.9583,Southampton
629,0,3rd Class,Male,26.0,0,0,7.8958,Southampton
630,0,3rd Class,Male,24.0,0,0,7.7333,Queenstown
631,1,1st Class,Male,80.0,0,0,30.0,Southampton
632,0,3rd Class,Male,51.0,0,0,7.0542,Southampton
633,1,1st Class,Male,32.0,0,0,30.5,Cherbourg
634,0,1st Class,Male,24.0,0,0,0.0,Southampton
635,0,3rd Class,Female,9.0,3,2,27.9,Southampton
636,1,2nd Class,Female,28.0,0,0,13.0,Southampton
637,0,3rd Class,Male,32.0,0,0,7.925,Southampton
638,0,2nd Class,Male,31.0,1,1,26.25,Southampton
639,0,3rd Class,Female,41.0,0,5,39.6875,Southampton
640,0,3rd Class,Male,24.0,1,0,16.1,Southampton
641,0,3rd Class,Male,20.0,0,0,7.8542,Southampton
642,1,1st Class,Female,24.0,0,0,69.3,Cherbourg
643,0,3rd Class,Female,2.0,3,2,27.9,Southampton
644,1,3rd Class,Male,24.0,0,0,56.4958,Southampton
645,1,3rd Class,Female,0.75,2,1,19.2583,Cherbourg
646,1,1st Class,Male,48.0,1,0,76.7292,Cherbourg
647,0,3rd Class,Male,19.0,0,0,7.8958,Southampton
648,1,1st Class,Male,56.0,0,0,35.5,Cherbourg
649,0,3rd Class,Male,24.0,0,0,7.55,Southampton
650,1,3rd Class,Female,23.0,0,0,7.55,Southampton
651,0,3rd Class,Male,24.0,0,0,7.8958,Southampton
652,1,2nd Class,Female,18.0,0,1,23.0,Southampton
653,0,3rd Class,Male,21.0,0,0,8.4333,Southampton
654,1,3rd Class,Female,24.0,0,0,7.8292,Queenstown
655,0,3rd Class,Female,18.0,0,0,6.75,Queenstown
656,0,2nd Class,Male,24.0,2,0,73.5,Southampton
657,0,3rd Class,Male,24.0,0,0,7.8958,Southampton
658,0,3rd Class,Female,32.0,1,1,15.5,Queenstown
659,0,2nd Class,Male,23.0,0,0,13.0,Southampton
660,0,1st Class,Male,58.0,0,2,113.275,Cherbourg
661,1,1st Class,Male,50.0,2,0,133.65,Southampton
662,0,3rd Class,Male,40.0,0,0,7.225,Cherbourg
663,0,1st Class,Male,47.0,0,0,25.5875,Southampton
664,0,3rd Class,Male,36.0,0,0,7.4958,Southampton
665,1,3rd Class,Male,20.0,1,0,7.925,Southampton
666,0,2nd Class,Male,32.0,2,0,73.5,Southampton
667,0,2nd Class,Male,25.0,0,0,13.0,Southampton
668,0,3rd Class,Male,24.0,0,0,7.775,Southampton
669,0,3rd Class,Male,43.0,0,0,8.05,Southampton
670,1,1st Class,Female,24.0,1,0,52.0,Southampton
671,1,2nd Class,Female,40.0,1,1,39.0,Southampton
672,0,1st Class,Male,31.0,1,0,52.0,Southampton
673,0,2nd Class,Male,70.0,0,0,10.5,Southampton
674,1,2nd Class,Male,31.0,0,0,13.0,Southampton
675,0,2nd Class,Male,24.0,0,0,0.0,Southampton
676,0,3rd Class,Male,18.0,0,0,7.775,Southampton
677,0,3rd Class,Male,24.5,0,0,8.05,Southampton
678,1,3rd Class,Female,18.0,0,0,9.8417,Southampton
679,0,3rd Class,Female,43.0,1,6,46.9,Southampton
680,1,1st Class,Male,36.0,0,1,512.3292,Cherbourg
681,0,3rd Class,Female,24.0,0,0,8.1375,Queenstown
682,1,1st Class,Male,27.0,0,0,76.7292,Cherbourg
683,0,3rd Class,Male,20.0,0,0,9.225,Southampton
684,0,3rd Class,Male,14.0,5,2,46.9,Southampton
685,0,2nd Class,Male,60.0,1,1,39.0,Southampton
686,0,2nd Class,Male,25.0,1,2,41.5792,Cherbourg
687,0,3rd Class,Male,14.0,4,1,39.6875,Southampton
688,0,3rd Class,Male,19.0,0,0,10.1708,Southampton
689,0,3rd Class,Male,18.0,0,0,7.7958,Southampton
690,1,1st Class,Female,15.0,0,1,211.3375,Southampton
691,1,1st Class,Male,31.0,1,0,57.0,Southampton
692,1,3rd Class,Female,4.0,0,1,13.4167,Cherbourg
693,1,3rd Class,Male,24.0,0,0,56.4958,Southampton
694,0,3rd Class,Male,25.0,0,0,7.225,Cherbourg
695,0,1st Class,Male,60.0,0,0,26.55,Southampton
696,0,2nd Class,Male,52.0,0,0,13.5,Southampton
697,0,3rd Class,Male,44.0,0,0,8.05,Southampton
698,1,3rd Class,Female,24.0,0,0,7.7333,Queenstown
699,0,1st Class,Male,49.0,1,1,110.8833,Cherbourg
700,0,3rd Class,Male,42.0,0,0,7.65,Southampton
701,1,1st Class,Female,18.0,1,0,227.525,Cherbourg
702,1,1st Class,Male,35.0,0,0,26.2875,Southampton
703,0,3rd Class,Female,18.0,0,1,14.4542,Cherbourg
704,0,3rd Class,Male,25.0,0,0,7.7417,Queenstown
705,0,3rd Class,Male,26.0,1,0,7.8542,Southampton
706,0,2nd Class,Male,39.0,0,0,26.0,Southampton
707,1,2nd Class,Female,45.0,0,0,13.5,Southampton
708,1,1st Class,Male,42.0,0,0,26.2875,Southampton
709,1,1st Class,Female,22.0,0,0,151.55,Southampton
710,1,3rd Class,Male,24.0,1,1,15.2458,Cherbourg
711,1,1st Class,Female,24.0,0,0,49.5042,Cherbourg
712,0,1st Class,Male,24.0,0,0,26.55,Southampton
713,1,1st Class,Male,48.0,1,0,52.0,Southampton
714,0,3rd Class,Male,29.0,0,0,9.4833,Southampton
715,0,2nd Class,Male,52.0,0,0,13.0,Southampton
716,0,3rd Class,Male,19.0,0,0,7.65,Southampton
717,1,1st Class,Female,38.0,0,0,227.525,Cherbourg
718,1,2nd Class,Female,27.0,0,0,10.5,Southampton
719,0,3rd Class,Male,24.0,0,0,15.5,Queenstown
720,0,3rd Class,Male,33.0,0,0,7.775,Southampton
721,1,2nd Class,Female,6.0,0,1,33.0,Southampton
722,0,3rd Class,Male,17.0,1,0,7.0542,Southampton
723,0,2nd Class,Male,34.0,0,0,13.0,Southampton
724,0,2nd Class,Male,50.0,0,0,13.0,Southampton
725,1,1st Class,Male,27.0,1,0,53.1,Southampton
726,0,3rd Class,Male,20.0,0,0,8.6625,Southampton
727,1,2nd Class,Female,30.0,3,0,21.0,Southampton
728,1,3rd Class,Female,24.0,0,0,7.7375,Queenstown
729,0,2nd Class,Male,25.0,1,0,26.0,Southampton
730,0,3rd Class,Female,25.0,1,0,7.925,Southampton
731,1,1st Class,Female,29.0,0,0,211.3375,Southampton
732,0,3rd Class,Male,11.0,0,0,18.7875,Cherbourg
733,0,2nd Class,Male,24.0,0,0,0.0,Southampton
734,0,2nd Class,Male,23.0,0,0,13.0,Southampton
735,0,2nd Class,Male,23.0,0,0,13.0,Southampton
736,0,3rd Class,Male,28.5,0,0,16.1,Southampton
737,0,3rd Class,Female,48.0,1,3,34.375,Southampton
738,1,1st Class,Male,35.0,0,0,512.3292,Cherbourg
739,0,3rd Class,Male,24.0,0,0,7.8958,Southampton
740,0,3rd Class,Male,24.0,0,0,7.8958,Southampton
741,1,1st Class,Male,24.0,0,0,30.0,Southampton
742,0,1st Class,Male,36.0,1,0,78.85,Southampton
743,1,1st Class,Female,21.0,2,2,262.375,Cherbourg
744,0,3rd Class,Male,24.0,1,0,16.1,Southampton
745,1,3rd Class,Male,31.0,0,0,7.925,Southampton
746,0,1st Class,Male,70.0,1,1,71.0,Southampton
747,0,3rd Class,Male,16.0,1,1,20.25,Southampton
748,1,2nd Class,Female,30.0,0,0,13.0,Southampton
749,0,1st Class,Male,19.0,1,0,53.1,Southampton
750,0,3rd Class,Male,31.0,0,0,7.75,Queenstown
751,1,2nd Class,Female,4.0,1,1,23.0,Southampton
752,1,3rd Class,Male,6.0,0,1,12.475,Southampton
753,0,3rd Class,Male,33.0,0,0,9.5,Southampton
754,0,3rd Class,Male,23.0,0,0,7.8958,Southampton
755,1,2nd Class,Female,48.0,1,2,65.0,Southampton
756,1,2nd Class,Male,0.67,1,1,14.5,Southampton
757,0,3rd Class,Male,28.0,0,0,7.7958,Southampton
758,0,2nd Class,Male,18.0,0,0,11.5,Southampton
759,0,3rd Class,Male,34.0,0,0,8.05,Southampton
760,1,1st Class,Female,33.0,0,0,86.5,Southampton
761,0,3rd Class,Male,24.0,0,0,14.5,Southampton
762,0,3rd Class,Male,41.0,0,0,7.125,Southampton
763,1,3rd Class,Male,20.0,0,0,7.2292,Cherbourg
764,1,1st Class,Female,36.0,1,2,120.0,Southampton
765,0,3rd Class,Male,16.0,0,0,7.775,Southampton
766,1,1st Class,Female,51.0,1,0,77.9583,Southampton
767,0,1st Class,Male,24.0,0,0,39.6,Cherbourg
768,0,3rd Class,Female,30.5,0,0,7.75,Queenstown
769,0,3rd Class,Male,24.0,1,0,24.15,Queenstown
770,0,3rd Class,Male,32.0,0,0,8.3625,Southampton
771,0,3rd Class,Male,24.0,0,0,9.5,Southampton
772,0,3rd Class,Male,48.0,0,0,7.8542,Southampton
773,0,2nd Class,Female,57.0,0,0,10.5,Southampton
774,0,3rd Class,Male,24.0,0,0,7.225,Cherbourg
775,1,2nd Class,Female,54.0,1,3,23.0,Southampton
776,0,3rd Class,Male,18.0,0,0,7.75,Southampton
777,0,3rd Class,Male,24.0,0,0,7.75,Queenstown
778,1,3rd Class,Female,5.0,0,0,12.475,Southampton
779,0,3rd Class,Male,24.0,0,0,7.7375,Queenstown
780,1,1st Class,Female,43.0,0,1,211.3375,Southampton
781,1,3rd Class,Female,13.0,0,0,7.2292,Cherbourg
782,1,1st Class,Female,17.0,1,0,57.0,Southampton
783,0,1st Class,Male,29.0,0,0,30.0,Southampton
784,0,3rd Class,Male,24.0,1,2,23.45,Southampton
785,0,3rd Class,Male,25.0,0,0,7.05,Southampton
786,0,3rd Class,Male,25.0,0,0,7.25,Southampton
787,1,3rd Class,Female,18.0,0,0,7.4958,Southampton
788,0,3rd Class,Male,8.0,4,1,29.125,Queenstown
789,1,3rd Class,Male,1.0,1,2,20.575,Southampton
790,0,1st Class,Male,46.0,0,0,79.2,Cherbourg
791,0,3rd Class,Male,24.0,0,0,7.75,Queenstown
792,0,2nd Class,Male,16.0,0,0,26.0,Southampton
793,0,3rd Class,Female,24.0,8,2,69.55,Southampton
794,0,1st Class,Male,24.0,0,0,30.6958,Cherbourg
795,0,3rd Class,Male,25.0,0,0,7.8958,Southampton
796,0,2nd Class,Male,39.0,0,0,13.0,Southampton
797,1,1st Class,Female,49.0,0,0,25.9292,Southampton
798,1,3rd Class,Female,31.0,0,0,8.6833,Southampton
799,0,3rd Class,Male,30.0,0,0,7.2292,Cherbourg
800,0,3rd Class,Female,30.0,1,1,24.15,Southampton
801,0,2nd Class,Male,34.0,0,0,13.0,Southampton
802,1,2nd Class,Female,31.0,1,1,26.25,Southampton
803,1,1st Class,Male,11.0,1,2,120.0,Southampton
804,1,3rd Class,Male,0.42,0,1,8.5167,Cherbourg
805,1,3rd Class,Male,27.0,0,0,6.975,Southampton
806,0,3rd Class,Male,31.0,0,0,7.775,Southampton
807,0,1st Class,Male,39.0,0,0,0.0,Southampton
808,0,3rd Class,Female,18.0,0,0,7.775,Southampton
809,0,2nd Class,Male,39.0,0,0,13.0,Southampton
810,1,1st Class,Female,33.0,1,0,53.1,Southampton
811,0,3rd Class,Male,26.0,0,0,7.8875,Southampton
812,0,3rd Class,Male,39.0,0,0,24.15,Southampton
813,0,2nd Class,Male,35.0,0,0,10.5,Southampton
814,0,3rd Class,Female,6.0,4,2,31.275,Southampton
815,0,3rd Class,Male,30.5,0,0,8.05,Southampton
816,0,1st Class,Male,24.0,0,0,0.0,Southampton
817,0,3rd Class,Female,23.0,0,0,7.925,Southampton
818,0,2nd Class,Male,31.0,1,1,37.0042,Cherbourg
819,0,3rd Class,Male,43.0,0,0,6.45,Southampton
820,0,3rd Class,Male,10.0,3,2,27.9,Southampton
821,1,1st Class,Female,52.0,1,1,93.5,Southampton
822,1,3rd Class,Male,27.0,0,0,8.6625,Southampton
823,0,1st Class,Male,38.0,0,0,0.0,Southampton
824,1,3rd Class,Female,27.0,0,1,12.475,Southampton
825,0,3rd Class,Male,2.0,4,1,39.6875,Southampton
826,0,3rd Class,Male,24.0,0,0,6.95,Queenstown
827,0,3rd Class,Male,24.0,0,0,56.4958,Southampton
828,1,2nd Class,Male,1.0,0,2,37.0042,Cherbourg
829,1,3rd Class,Male,24.0,0,0,7.75,Queenstown
830,1,1st Class,Female,62.0,0,0,80.0,Southampton
831,1,3rd Class,Female,15.0,1,0,14.4542,Cherbourg
832,1,2nd Class,Male,0.83,1,1,18.75,Southampton
833,0,3rd Class,Male,24.0,0,0,7.2292,Cherbourg
834,0,3rd Class,Male,23.0,0,0,7.8542,Southampton
835,0,3rd Class,Male,18.0,0,0,8.3,Southampton
836,1,1st Class,Female,39.0,1,1,83.1583,Cherbourg
837,0,3rd Class,Male,21.0,0,0,8.6625,Southampton
838,0,3rd Class,Male,24.0,0,0,8.05,Southampton
839,1,3rd Class,Male,32.0,0,0,56.4958,Southampton
840,1,1st Class,Male,24.0,0,0,29.7,Cherbourg
841,0,3rd Class,Male,20.0,0,0,7.925,Southampton
842,0,2nd Class,Male,16.0,0,0,10.5,Southampton
843,1,1st Class,Female,30.0,0,0,31.0,Cherbourg
844,0,3rd Class,Male,34.5,0,0,6.4375,Cherbourg
845,0,3rd Class,Male,17.0,0,0,8.6625,Southampton
846,0,3rd Class,Male,42.0,0,0,7.55,Southampton
847,0,3rd Class,Male,24.0,8,2,69.55,Southampton
848,0,3rd Class,Male,35.0,0,0,7.8958,Cherbourg
849,0,2nd Class,Male,28.0,0,1,33.0,Southampton
850,1,1st Class,Female,24.0,1,0,89.1042,Cherbourg
851,0,3rd Class,Male,4.0,4,2,31.275,Southampton
852,0,3rd Class,Male,74.0,0,0,7.775,Southampton
853,0,3rd Class,Female,9.0,1,1,15.2458,Cherbourg
854,1,1st Class,Female,16.0,0,1,39.4,Southampton
855,0,2nd Class,Female,44.0,1,0,26.0,Southampton
856,1,3rd Class,Female,18.0,0,1,9.35,Southampton
857,1,1st Class,Female,45.0,1,1,164.8667,Southampton
858,1,1st Class,Male,51.0,0,0,26.55,Southampton
859,1,3rd Class,Female,24.0,0,3,19.2583,Cherbourg
860,0,3rd Class,Male,24.0,0,0,7.2292,Cherbourg
861,0,3rd Class,Male,41.0,2,0,14.1083,Southampton
862,0,2nd Class,Male,21.0,1,0,11.5,Southampton
863,1,1st Class,Female,48.0,0,0,25.9292,Southampton
864,0,3rd Class,Female,24.0,8,2,69.55,Southampton
865,0,2nd Class,Male,24.0,0,0,13.0,Southampton
866,1,2nd Class,Female,42.0,0,0,13.0,Southampton
867,1,2nd Class,Female,27.0,1,0,13.8583,Cherbourg
868,0,1st Class,Male,31.0,0,0,50.4958,Southampton
869,0,3rd Class,Male,24.0,0,0,9.5,Southampton
870,1,3rd Class,Male,4.0,1,1,11.1333,Southampton
871,0,3rd Class,Male,26.0,0,0,7.8958,Southampton
872,1,1st Class,Female,47.0,1,1,52.5542,Southampton
873,0,1st Class,Male,33.0,0,0,5.0,Southampton
874,0,3rd Class,Male,47.0,0,0,9.0,Southampton
875,1,2nd Class,Female,28.0,1,0,24.0,Cherbourg
876,1,3rd Class,Female,15.0,0,0,7.225,Cherbourg
877,0,3rd Class,Male,20.0,0,0,9.8458,Southampton
878,0,3rd Class,Male,19.0,0,0,7.8958,Southampton
879,0,3rd Class,Male,24.0,0,0,7.8958,Southampton
880,1,1st Class,Female,56.0,0,1,83.1583,Cherbourg
881,1,2nd Class,Female,25.0,0,1,26.0,Southampton
882,0,3rd Class,Male,33.0,0,0,7.8958,Southampton
883,0,3rd Class,Female,22.0,0,0,10.5167,Southampton
884,0,2nd Class,Male,28.0,0,0,10.5,Southampton
885,0,3rd Class,Male,25.0,0,0,7.05,Southampton
886,0,3rd Class,Female,39.0,0,5,29.125,Queenstown
887,0,2nd Class,Male,27.0,0,0,13.0,Southampton
888,1,1st Class,Female,19.0,0,0,30.0,Southampton
889,0,3rd Class,Female,24.0,1,2,23.45,Southampton
890,1,1st Class,Male,26.0,0,0,30.0,Cherbourg
891,0,3rd Class,Male,32.0,0,0,7.75,Queenstown
